,19941231,19951231,19961231,19971231,19981231,19991231,20001231,20011231,20021231,20031231,20041231,20051231,20061231,20071231,20081231,20091231,20101231,20111231,20121231,20131231,20141231,20151231,20161231
EMCG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EMCI,100.5765,148.6925,133.008,150.4007,146.574,102.7952,132.7071,194.5273,203.7001,243.8434,294.1193,272.4696,469.4005,326.2855,340.3157,282.0925,292.6826,264.8509,308.2778,407.4305,480.9433,525.7451,636.8883
EMIF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EMITF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EMKR,#N/A N/A,#N/A N/A,#N/A N/A,181.7205,164.57,469.064,1605.238,491.1133,80.8285,181.5422,164.8187,360.7085,281.6429,798.5376,101.7107,87.4629,92.6774,81.1169,113.4039,154.5216,167.5489,157.6268,228.5925
EML,36.075,33.026,35.987,#N/A N/A,#N/A N/A,#N/A N/A,47.7356,43.1851,41.1506,50.596,60.2912,71.0468,106.5207,#N/A N/A,81.331,93.9403,104.8955,122.7552,99.5782,100.1769,105.8985,99.7552,125.1796
EMMS,154.3376,289.116,373.6562,490.1201,540.6343,1851.4286,1106.8815,787.4783,1227.1079,1259.8325,1040.6889,769.5509,314.7474,152.9934,10.9399,41.7479,22.5553,31.7279,74.1374,110.463,90.0395,28.3238,40.5358
ENDP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,534.834,1191.0753,785.7908,2551.0478,2770.2949,4018.5544,3684.7144,3577.647,3017.2379,2406.3867,4144.4274,4045.4961,2906.1372,7781.8074,11100.2045,13598.4485,3672.0553
ENFC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65.4638,113.5141,133.2315
ENG,#N/A N/A,#N/A N/A,#N/A N/A,71.4656,106.0995,11.3444,6.4825,16.4599,27.2046,47.347,72.7472,220.8324,172.372,307.3081,88.7083,85.7844,99.2358,56.5955,15.9975,39.3158,51.3043,27.4973,#N/A N/A
ENOC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,941.7627,150.6938,736.4545,601.4577,296.8222,340.9841,514.9371,460.9288,118.5696,168.2418
ENPH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,149.1244,267.0598,625.2732,160.8317,70.7504
ENSG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,294.912,344.2413,317.2675,517.6691,518.8855,589.6708,978.9425,1002.8145,1162.5031,1129.112
ENT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,220.0351,233.3557,1070.145,1042.1535,776.0066,708.924
ENTA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,490.1105,946.4827,620.6147,637.84
ENTG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,521.6491,633.4934,756.0484,936.5909,730.8922,1398.9957,1436.5787,995.5185,247.6924,686.6296,992.7698,1185.0346,1271.0423,1607.9322,1846.6655,1867.3069,2529.6274
ENTL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,316.8668,358.6848
ENZL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ENZY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,582.4658,171.7664,222.6397,149.0018
EPAY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,386.208,333.8091,171.3847,94.1153,150.363,262.3767,255.4018,281.4093,349.0233,177.9424,449.1419,688.5109,793.9896,937.1617,1333.3277,953.1824,1126.7075,946.1813
EPIX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EPZM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,592.569,649.6188,669.4117,701.9331
EQBK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,192.0723,392.9256
EQFN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.1182,35.9707,25.5081,28.717,28.717,28.717,#N/A N/A,#N/A N/A,12.732,17.8885,30.6353,33.5679
EQIX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.1593,425.5196,812.0373,1118.6405,2232.07,3695.2443,2007.676,4173.3138,3751.5051,4732.4596,10057.6335,8799.5695,12799.193,18779.0881,25522.2961
ERI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,188.0282,514.9961,798.4424
ERIC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ERIE,#N/A N/A,#N/A N/A,#N/A N/A,2212.5001,2094.8459,2108.7317,1909.7706,2457.1782,2322.0907,2716.2531,3311.6838,3254.0054,3350.0207,2767.8898,1929.8713,1998.059,3277.2351,3741.0807,3246.0873,3843.328,4746.1206,5000.7599,5879.7098
ERII,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,379.1191,352.3637,192.502,135.8244,173.0686,285.0153,273.6129,370.9543,835.7763
ERS,#N/A N/A,#N/A N/A,14.87,9.0885,9.5922,19.0125,9.7151,9.5121,13.2188,37.6356,39.5489,106.1033,107.1046,44.9057,28.306,#N/A N/A,#N/A N/A,#N/A N/A,25.6873,30.6865,41.4126,29.7731,41.3818
ESBK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.1284,35.8454,#N/A N/A,52.9609,67.0313,62.2138,54.1313,56.167
ESCA,18.8568,15.5025,26.985,43.4768,58.0754,40.3049,43.5907,110.2658,124.2568,190.6891,172.2698,152.3846,139.9134,117.2266,7.4435,29.3636,78.5921,57.0759,70.4935,162.9227,202.5524,186.8903,188.8255
ESEA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.8227,375.2378,131.4751,120.6224,113.8933,73.2429,41.2408,66.2987,43.4324,14.5751,18.3806
ESES,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.1119,42.4617,30.7082
ESG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESGD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESGE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESGG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESGR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1459.2925,788.5936,991.6695,1094.467,1609.5656,1845.1851,2295.9521,2935.6435,3336.3846,3829.8796
ESGU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESIO,158.5844,245.9835,210.2717,460.5125,341.4073,772.4269,664.9085,773.9834,675.5364,673.4119,559.8672,710.0913,567.3368,556.74,181.212,#N/A N/A,#N/A N/A,418.2838,283.7611,308.7747,237.8086,144.3463,196.2539
ESLT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESND,12.72,338.6888,238.1329,813.5059,990.106,995.5373,866.9675,1166.5133,935.4277,1387.3108,1531.1318,1546.0525,1402.7955,1135.486,788.0187,1364.1204,1473.6193,1372.5271,1249.4985,1822.8217,1632.2913,1211.2327,783.4178
ESPR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,210.7814,822.6841,501.2709,282.3748
ESRX,541.7318,766.989,591.3635,990.6,2225.5293,2466.304,3964.6413,4353.1309,3835.2254,4799.7627,5645.7057,12234.2134,9712.54,18423.083,13615.742,23766.1049,28542.1294,21655.9696,44177.4,54337.664,61478.887,59167.829,41652.345
ESSA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,191.0351,227.6034,170.7652,174.2606,126.7877,143.6501,137.8873,137.3325,155.0018,180.2107
ESSF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ESXB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,64.4054,69.9872,22.5419,24.8717,57.4261,81.6262,96.3185,117.4255,159.2074
ETFC,#N/A N/A,#N/A N/A,339.7675,892.63,5323.8361,6606.9228,5131.7053,3651.0586,1750.2114,4655.4851,5545.3496,8689.9039,9557.7387,1636.1875,648.0515,3333.389,3533.4531,2271.5299,2560.7233,5643.6915,7016.3063,8635.1765,9492.8323
ETRM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,135.2316,24.6739,20.9319,85.9086,62.4797,117.1612,129.6448,98.79,13.9828,5.4732
ETSY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,929.7733,1366.1624
EUFN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EVAR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.209,21.8511,37.3061
EVBG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,500.8806
EVBS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,90.0025,95.608,71.1275,69.5942,86.9761,141.435,127.0178,104.4914,137.2391,100.8092,52.0896,42.3633,22.9385,12.1112,32.7756,83.0366,83.9737,93.5522,137.0685
EVEP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,197.6166,485.3457,236.584,709.6635,1197.5298,2507.2978,2393.6592,1640.4843,935.9828,137.3286,102.5254
EVGBC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EVGN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.139,43.6801,99.092,174.2465,144.1654,179.3085,489.6774,234.6708,203.1304,129.95
EVK,#N/A N/A,#N/A N/A,#N/A N/A,14.6287,8.1075,2.115,2.115,2.115,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.8974,29.5862,13.1175,39.1891,31.1242,28.0457,30.2832,73.7584,88.6972,35.4861,31.4983
EVLMC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EVLV,132.912,153.8775,159.2021,119.153,100.3196,1217.8055,783.1687,526.2039,477.784,584.285,385.3926,352.7431,482.4956,184.3239,23.1777,102.5064,76.7428,174.4999,104.7305,258.6088,317.7389,147.3836,139.7069
EVOK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.4208,36.0613,23.7659,27.9118
EVOL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42.351,105.7995,27.9256,10.5007,14.702,209.8546,71.7826,34.0508,18.9934,53.386,15.6054,62.0668,88.6199,82.9602,69.8171,112.99,109.298,64.8551,51.7946
EVSTC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EWBC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,256.4631,565.1087,601.932,861.6626,1311.3487,2202.9321,2062.3943,2175.8959,1529.8149,1018.0176,1737.4148,2904.0145,2949.2262,3014.92,4812.9524,5558.0681,5980.858,7328.0315
EWZS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EXA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.5879,205.0231,139.6193,140.5113,207.8992
EXAC,#N/A N/A,#N/A N/A,43.74,25.1381,63.791,59.157,104.591,88.3784,105.9674,162.5303,203.8777,130.0966,163.9024,240.9422,213.8985,221.9796,245.1874,216.6372,225.9755,322.5874,327.4109,256.8891,387.2478
EXAS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,192.2724,205.8787,194.7695,100.6718,58.312,75.7812,87.6662,15.6881,120.4234,311.9385,459.7931,676.8048,835.0941,2431.8986,892.3083,1472.7547
EXEL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,683.4555,933.2153,475.096,502.6297,712.4571,785.6725,863.9114,929.0858,533.7825,795.3581,897.2476,641.8943,839.4963,1131.1913,282.0899,1285.6997,4322.7638
EXFO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,916.4394,717.5196,212.1651,235.6916,353.1676,323.657,376.5989,351.4303,143.6376,216.8602,374.996,354.4796,272.0483,304.7935,205.3516,183.6331,234.676
EXLS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,594.6386,666.8053,248.994,526.914,632.3274,697.3414,853.4012,888.5957,944.716,1486.7886,1670.8048
EXPD,259.5645,313.7613,558.509,945.021,1036.602,2218.8581,2762.2756,2939.3034,3402.8157,3956.409,5959.2641,7197.4788,8629.7589,9516.696,7052.3543,7372.1264,11577.8085,8683.67,8162.8041,8962.98,8549.7603,8211.2217,9525.2267
EXPE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8328.0046,6954.8922,8982.8975,2364.6657,7449.5808,6873.3051,3876.5206,8314.6752,9033.9268,10846.4391,18677.1937,16995.625
EXPO,28.2795,43.9701,42.4812,63.9803,36.295,52.3508,75.6394,84.344,#N/A N/A,126.4725,220.0849,229.7645,274.5446,392.5751,453.9352,377.4035,525.4098,611.401,737.291,935.864,928.6015,1178.7579,1543.4991
EXTR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4397.4441,4235.749,1478.2368,379.2121,849.5413,766.3869,548.5778,477.8192,401.1161,179.621,256.4257,284.7181,246.1509,341.0109,668.0113,350.6207,421.1749,543.497
EXXI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EYEG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.981,16.4877
EYEGW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
EYES,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,361.5771,211.6984,148.7094
EZPW,122.7643,56.9383,76.4745,139.4535,100.5168,48.3844,18.1306,21.3451,40.7584,103.7189,190.5481,196.729,659.4227,466.76,736.428,838.1933,1354.4019,1328.5049,1077.3824,635.4623,630.3937,268.0944,578.0477
FAAR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FAB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FAD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FALC,301.5485,132.399,212.1835,88.827,55.314,602.3902,70.1687,406.4226,175.7368,406.4974,454.4984,353.922,417.1059,564.7585,125.507,180.1982,154.5757,121.0695,110.933,64.8428,54.8386,78.3335,45.2979
