,19941231,19951231,19961231,19971231,19981231,19991231,20001231,20011231,20021231,20031231,20041231,20051231,20061231,20071231,20081231,20091231,20101231,20111231,20121231,20131231,20141231,20151231,20161231
RDCM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.7948,72.3926,29.073,19.3421,#N/A N/A,13.961,35.0852,47.1192,41.9872,11.9464,1.9982,8.5914,68.5293,26.1085,15.9431,34.0032,102.4658,128.9756,196.1702
RDHL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RDI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.6593,84.8264,129.908,183.9053,175.1655,185.2659,224.6012,88.5815,91.6437,115.1618,96.701,138.7304,175.1575,308.1236,305.9204,311.5208
RDIB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.6593,84.8264,129.908,183.9053,175.1655,185.2659,224.6012,88.5815,91.6437,115.1618,96.701,138.7304,175.1575,308.1236,305.9204,311.5208
RDNT,25.0169,6.437,15.5728,17.4631,3.5219,3.8933,17.6098,38.5766,32.8048,20.1424,23.0198,15.3205,87.5375,357.6815,120.3034,73.9689,104.9702,79.7184,97.5074,66.949,365.7313,286.0177,343.8588
RDUS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1281.0937,2645.2503,1640.6573
RDVY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RDWR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,275.4169,214.6078,137.4731,482.434,476.7157,346.1616,308.4551,298.9433,101.9704,286.019,767.4761,621.5713,732.1199,804.3099,1033.3215,686.9075,644.0117
RECN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,461.3797,401.9858,616.6523,1067.0033,1396.089,1404.2101,947.0766,776.9247,886.2071,753.904,389.7167,467.047,536.4096,571.0291,666.1481,483.0831
REFR,57.0063,98.31,78.0193,78.8578,114.7545,170.6993,211.82,202.9301,101.8814,117.8251,81.7469,71.4109,79.5011,154.4043,33.5109,62.6211,96.7116,62.8654,84.699,133.5739,122.4933,125.2684,62.2736
REGI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,179.0812,418.3613,431.3462,407.2524,326.5474
REGN,56.6244,278.613,430.9245,264.7737,230.8449,404.6722,1298.1276,1238.0263,813.8347,816.8685,514.4741,860.0671,1312.6044,1904.2875,1466.7969,1961.1324,2935.6697,5143.9917,16643.8642,27437.9311,42022.2316,56810.7793,38914.5336
REIS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,122.8851,122.8851,84.3611,54.9431,63.9497,73.6182,96.4065,140.4978,209.9232,291.9675,267.1145,231.3658
RELL,80.059,78.5695,110.0288,140.1505,118.966,83.9667,165.5925,165.8391,117.9302,#N/A N/A,190.83,126.2844,173.7811,116.3011,55.5303,106.421,193.4902,206.8846,164.5128,157.4334,139.6762,73.4391,76.6787
RELV,24.1684,19.3311,60.3125,28.851,19.9114,9.8495,12.0687,11.9537,44.9923,77.5219,145.8275,205.1277,145.2204,130.006,71.4473,40.607,24.153,15.3554,16.5317,35.5904,14.9984,7.4931,8.9142
RELY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,232.0009,179.26
REPH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.0437,83.0188,153.4883
RESN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,80.5497,19.1912,19.1912
RETA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,487.7889
REXX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,367.3808,107.515,441.8137,604.7861,662.1221,692.8367,1068.0157,276.2913,58.5283,55.9884
RFAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RFDI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RFEM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RFEU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RFIL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.4586,17.2866,9.0679,7.2953,10.6124,19.1205,15.2246,24.3946,24.8419,14.5182,11.5357,19.93,22.4692,30.7746,74.2104,37.3996,39.2986,15.4621
RGCO,22.9515,22.6371,25.245,27.486,35.6092,40.436,36.3247,38.4592,36.2907,45.751,53.5146,53.2163,54.5802,68.7587,56.4613,65.0527,72.4088,82.2363,86.6834,89.5099,103.8857,101.2585,119.8966
RGEN,26.8748,17.2789,18.8848,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.6144,120.4545,85.3836,203.4131,116.0147,126.431,144.3925,115.2378,195.9049,435.4671,648.9326,932.1372,1043.1175
RGLD,116.6344,116.9516,209.5461,79.9188,61.4583,63.7746,51.037,93.01,510.2326,434.9882,384.5438,814.5427,849.6647,918.0507,1673.4935,1915.0196,2921.1049,3678.863,5220.2408,2960.3781,4053.8037,2373.5719,4128.3943
RGLS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,225.7404,308.8083,785.0703,459.276,174.6469
RGNX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,436.7958,491.1484
RGSE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65.2984,59.0754,41.2174,38.1247,20.2905,109.9758,25.1349,7.7497,9.6477
RIBT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,53.6817,268.8234,201.7512,67.25,16.2093,34.1878,22.3404,9.2318,14.1317,39.0357,18.1104,14.5809
RIBTW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RICK,#N/A N/A,14.3325,17.4887,13.3667,2.0459,10.6161,4.8926,14.0607,7.6485,6.179,10.6934,16.597,34.6397,200.0654,34.843,76.0091,75.7631,81.0214,76.6775,110.7164,103.0858,99.92,166.1949
RIGL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,175.4585,50.3179,284.7168,480.1288,207.4506,298.8948,796.7832,293.1712,494.1029,393.602,563.1807,566.4141,249.4444,199.8541,274.3804,363.0995
RILY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,473.5125,478.17,111.0832,14.9739,3.7202,9.6105,8.4008,158.0892,162.8364,254.4154
RILYL,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RKDA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,134.32,40.9287
RLJE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,66.8877,65.6271,26.5372,8.1796,11.2662
RLOG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,54.6863,77.9943,50.8931,42.4989,65.2256,115.0579,115.2439,103.4553,71.1596,29.2496,15.4546
RMBS,#N/A N/A,#N/A N/A,#N/A N/A,1033.7212,2224.145,1604.4056,3546.0662,801.389,422.1562,3044.0278,2368.333,1609.2416,1965.3199,2204.8675,1652.5439,2584.7934,2102.8156,832.5169,543.1269,1074.4604,1277.143,1266.6432,1529.2099
RMCF,36.82,36.8113,19.656,#N/A N/A,#N/A N/A,#N/A N/A,6.3732,26.857,17.6105,30.3755,61.7273,98.8165,89.3922,111.5899,36.0993,51.8833,57.9065,53.0512,62.6809,81.9525,77.2206,63.9998,59.539
RMGN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,90.6667,26.5882,88.3971,15.2097,27.6615,32.4562
RMR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,446.71,1227.7561
RMTI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.075,13.8036,3.9427,10.0758,5.0079,33.9924,26.9546,38.2477,81.9975,99.193,59.0987,132.2714,138.3575,158.4737,173.0323,418.7553,516.9196,527.3792,345.2357
RNDB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.6039
RNET,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,201.1882,258.479,320.784,826.1512,723.3519,367.4119,271.0613
RNST,101.595,114.62,148.466,208.971,200.079,179.1694,109.026,211.085,227.1812,270.4193,299.4556,325.4572,475.8822,449.5482,358.7802,286.7287,423.479,375.991,481.5172,987.456,912.601,1386.4921,1871.7086
RNVA,#N/A N/A,101.1778,53.0932,#N/A N/A,#N/A N/A,#N/A N/A,20.4299,#N/A N/A,#N/A N/A,#N/A N/A,83.4433,47.8651,44.0626,28.8092,9.2539,10.771,4.3891,5.6575,7.778,7.4592,1.8469,11.4113,10.3978
RNVAZ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RNWK,#N/A N/A,#N/A N/A,#N/A N/A,430.407,1244.6668,9002.2622,1415.1594,967.762,612.6552,956.0201,1150.529,1314.5162,35.6161,887.0732,485.1997,513.1231,571.5486,258.165,267.0494,270.5392,254.137,154.2665,179.6839
ROBO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ROCK,109.2523,123.3597,323.4525,245.0778,284.011,293.9874,220.7079,220.8746,304.2973,484.6483,699.7425,681.1804,702.568,461.8136,358.0388,474.168,411.1303,424.6772,487.8786,571.3822,502.6454,796.1448,1314.2658
ROIA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2601.0739,304.9069,1891.503,1513.933,2027.8319,1692.2608,1133.358,665.4029,234.2742,18.7555,159.9687,60.9144,50.1244,38.0946,180.2934,83.7387,85.985,141.0656
ROIAK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2601.0739,304.9069,1891.503,1513.933,2027.8319,1692.2608,1133.358,665.4029,234.2742,18.7555,159.9687,60.9144,50.1244,38.0946,180.2934,83.7387,85.985,141.0656
ROIC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,412.6336,584.6087,675.9635,1066.4017,1561.3245,1781.6055,2309.5462
ROKA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.8734,21.9718,21.9718
ROLL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,270.2572,592.8077,924.9939,450.528,543.5678,747.0457,929.0216,1149.6002,1655.8881,1550.0259,1604.1189,2288.073
ROSG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.4744,20.7425,24.9208,18.2406,12.8036,12.8036,33.2885,33.2885,36.6647,23.9954
ROST,343.3364,380.5313,1055.054,1780.6945,1497.665,1826.1994,1058.2062,2529.5311,3416.8531,3787.9609,3856.1598,3740.6341,4142.1492,3497.9775,4229.4505,5451.6541,7024.797,10011.045,13547.4302,16683.8771,16829.0223,20485.155,24545.8213
RP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2118.4043,1837.1687,1635.5801,1833.7782,1735.6602,1768.9179,2070.5413
RPD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,628.5063,517.1763
RPRX,27.6805,44.5658,56.5594,208.7925,214.3148,49.2887,29.7334,79.45,11.2729,21.238,21.6193,51.5068,128.0036,119.0621,159.64,20.3447,27.1473,59.5672,270.2724,421.1418,242.0334,29.4249,52.515
RPXC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,621.6843,461.7994,890.4948,744.9744,588.379,530.8481
RRD,4678.9653,6245.2291,4566.7568,5405.6454,6172.7015,3057.828,3268.485,4182.9959,3067.1546,3427.2711,7848.496,7440.675,7776.152,8148.066,2794.764,4580.939,3609.302,2575.755,1621.796,3686.904,3357.639,3073.536,1140.768
RRGB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,193.2313,478.7806,847.6905,855.1179,594.7246,546.4461,247.2362,286.7998,338.3828,422.0695,471.2157,1079.2635,1073.1661,842.7555,724.1406
RRR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2733.9711
RSAS,103.8903,914.8369,1083.2535,1418.6315,930.9445,3015.2149,1979.8515,984.9186,341.8313,867.4117,1435.6458,794.7908,2046.0167,2046.0167,2046.0167,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RSYS,#N/A N/A,70.6762,360.165,290.699,235.26,840.939,441.6862,341.042,140.4879,308.2824,384.0587,358.99,363.9895,298.9808,127.3725,228.0158,216.7239,141.4219,84.8436,66.8634,85.4849,102.3764,170.2928
RTIX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,307.173,223.4394,263.863,289.1796,277.8772,212.2718,174.4728,259.361,149.6657,209.4838,146.3341,246.7235,239.0576,199.6137,295.9706,229.4784,182.8465
RTK,16.5493,5.6284,5.6156,24.9244,31.1183,41.0428,71.2035,#N/A N/A,29.5581,93.6271,206.137,447.1454,536.0488,298.7423,113.1833,261.6161,271.095,174.3009,589.4382,398.146,2889.2808,81.0762,67.7177
RTNB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.2471,58.2155
RTRX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,128.909,318.8334,703.4263,843.8154
RTTR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.5894,23.2572
RUN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1192.0891,651.6594
RUSHA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,51.465,140.3393,396.0069,363.2389,624.2933,692.2882,312.525,426.6913,766.4745,798.7909,801.816,1162.7254,1278.425,884.293,1252.1559
RUSHB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,51.465,140.3393,396.0069,363.2389,624.2933,692.2882,312.525,426.6913,766.4745,798.7909,801.816,1162.7254,1278.425,884.293,1252.1559
RUTH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,423.1863,424.7839,203.3665,34.7104,54.0599,169.3978,187.4856,249.3084,525.2025,494.0642,531.9883,557.5244
RVEN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,47.644,56.6856
RVLT,29.9937,32.427,32.232,13.3772,10.3277,15.2362,15.93,14.4743,5.0551,9.5018,9.6599,9.1615,21.8481,36.5656,58.9828,55.2231,33.3033,17.9335,44.3132,210.3459,175.1139,126.9178,131.5383
RVNC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,402.7394,812.1357,462.2308
RVSB,#N/A N/A,#N/A N/A,#N/A N/A,102.737,68.3427,49.1834,38.0655,54.517,65.0057,100.5267,108.6557,135.4762,176.5057,126.031,24.5785,24.4693,61.1235,53.2584,37.9775,65.1685,100.6741,105.562,157.5762
RWLK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,223.1805,176.8608,45.7471
RXDX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.5441,134.1557,433.3437,261.9965
RXII,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,11.9003,34.1853,35.1748,24.9634,12.2097
RXIIW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RYAAY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
